user_id,company_id,location,start_date,StartAfter2019,companies_worked,positions_worked,days_worked
64906,709,İstanbul,2015-08-01,0,3,5,0
64906,709,"Istanbul, Turkey",2015-08-01,0,3,5,61
64947,6474,"Istanbul, Turkey",2018-09-01,0,5,6,0
64947,6474,,2018-09-01,0,5,6,153
64948,856,"Sivas, Turkey",2011-11-01,0,4,7,0
64948,856,,2011-11-01,0,4,7,1735
65035,1857,,2018-02-01,0,4,6,0
65035,1857,"Kadikoy, Istanbul, Turkey",2018-02-01,0,4,6,28
65199,24446,"Istanbul, Turkey",2012-03-01,0,3,6,0
65199,24446,"İstanbul, Türkiye",2012-03-01,0,3,6,1126
65476,3298,,2016-09-01,0,4,7,0
65476,3298,"Istanbul, Turkey",2016-09-01,0,4,7,699
65549,856,"Sivas, Turkey",2011-11-01,0,5,11,0
65549,856,,2011-11-01,0,5,11,1735
65605,2750,"İstanbul, Türkiye",2012-01-01,0,4,27,0
65605,2750,"Istanbul, Turkey",2012-01-01,0,4,27,397
65605,2750,"İstanbul, Türkiye",2017-03-01,0,4,27,0
65605,2750,"Istanbul, Turkey",2017-03-01,0,4,27,31
65708,856,"Sivas, Turkey",2011-11-01,0,5,11,0
65708,856,,2011-11-01,0,5,11,1735
65709,6474,,2018-09-01,0,5,6,0
65709,6474,"Istanbul, Turkey",2018-09-01,0,5,6,153
65713,6474,"Istanbul, Turkey",2018-09-01,0,5,6,0
65713,6474,,2018-09-01,0,5,6,153
65814,4546,,2019-05-01,1,4,6,0
65814,4546,Ankara,2019-05-01,1,4,6,-120
65822,4546,,2019-05-01,1,4,6,0
65822,4546,Ankara,2019-05-01,1,4,6,-120
65905,4546,Ankara,2019-05-01,1,4,6,0
65905,4546,,2019-05-01,1,4,6,-120
66025,856,"Sivas, Turkey",2011-11-01,0,4,7,0
66025,856,,2011-11-01,0,4,7,1735
66034,6474,,2018-09-01,0,4,5,0
66034,6474,"Istanbul, Turkey",2018-09-01,0,4,5,122
66036,6474,,2018-09-01,0,5,6,0
66036,6474,"Istanbul, Turkey",2018-09-01,0,5,6,0
